ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,REMAINING_BALANCE1,REMAINING_BALANCE2,REMAINING_BALANCE3,REMAINING_BALANCE4,REMAINING_BALANCE5,REMAINING_BALANCE6
12718,260000,2,1,1,46,-1,-1,-1,-1,-1,-1,451,268,604,664,734,1076,268,604,664,734,1076,1220,1,183,-336,-60,-70,-342,-144
5818,140000,2,1,2,25,3,2,0,0,0,0,21593,14021,10084,89223,58280,44593,0,2000,83000,3000,32000,2000,1,21593,12021,-72916,86223,26280,42593
17883,220000,1,2,2,28,0,0,0,0,0,0,59247,60200,60360,61168,57287,62208,6000,3037,4000,4000,15000,3000,0,53247,57163,56360,57168,42287,59208
23679,150000,2,3,2,47,-1,-1,-1,-1,-1,-1,2934,2843,1445,2130,796,2470,2843,1445,2288,938,2470,1073,0,91,1398,-843,1192,-1674,1397
5503,180000,1,2,2,34,0,0,0,0,0,0,22387,23453,20171,20245,20769,23770,1500,1500,1000,1000,3490,1000,0,20887,21953,19171,19245,17279,22770
24320,10000,1,2,1,38,0,0,2,0,0,2,6798,8055,7803,8623,9527,9780,1500,0,1100,1000,504,0,1,5298,8055,6703,7623,9023,9780
16421,320000,2,1,2,32,-1,-1,-1,0,0,-1,20488,18607,41195,89714,64646,6103,18615,42067,30014,39515,6110,11611,0,1873,-23460,11181,50199,58536,-5508
2979,120000,2,1,2,31,-1,-1,-1,-1,-1,-1,325,325,325,325,325,1866,325,325,325,325,1866,325,0,0,0,0,0,-1541,1541
29862,650000,1,1,1,44,-2,-2,-2,-2,-2,-2,2119,5094,5158,7139,1034,2127,5115,5180,7201,1035,2139,3463,0,-2996,-86,-2043,6104,-1105,-1336
16876,300000,1,1,2,43,-1,-1,-1,-1,0,0,163,2508,8534,14378,16245,19047,2508,8534,14378,4000,6550,0,0,-2345,-6026,-5844,10378,9695,19047
5392,120000,2,3,1,38,0,0,0,0,0,0,117738,120127,119719,118042,120682,120491,5820,5670,4250,4450,4470,4150,0,111918,114457,115469,113592,116212,116341
29556,100000,1,1,1,33,0,0,0,0,0,0,49415,50851,49528,50604,40966,40308,2284,1961,2037,1434,1469,1483,0,47131,48890,47491,49170,39497,38825
27722,150000,2,1,2,24,-1,-1,-1,-1,-1,-1,291,291,291,291,658,441,291,291,291,658,441,1197,1,0,0,0,-367,217,-756
26873,560000,1,1,2,40,0,0,0,0,0,0,487816,471138,454471,432132,285868,291140,15933,17065,14878,8505,9027,8527,0,471883,454073,439593,423627,276841,282613
1173,220000,2,3,1,38,-1,-1,-1,-1,-1,-1,20000,3450,5516,47619,28800,8561,3450,5549,50019,28800,8561,16599,0,16550,-2099,-44503,18819,20239,-8038
28344,250000,2,2,1,38,1,-2,-1,-1,-1,-2,-163,-553,212,49924,-918,-1567,0,2000,51002,2,0,2000,0,-163,-2553,-50790,49922,-918,-3567
7784,150000,2,2,2,26,-2,-2,-2,-2,-2,-2,221,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0
2978,300000,1,1,2,25,0,0,0,0,0,0,76918,41773,31180,19507,18169,18533,4103,1427,600,1200,2500,18000,0,72815,40346,30580,18307,15669,533
8037,140000,2,2,2,28,-2,-2,-2,-2,-2,-2,-176,-176,-176,-176,-176,-176,0,0,0,0,0,652,0,-176,-176,-176,-176,-176,-828
22448,50000,2,2,1,42,0,0,0,0,0,0,47867,40937,28868,44751,27557,29125,2083,1840,31000,977,2003,1214,0,45784,39097,-2132,43774,25554,27911
29309,120000,1,2,1,26,0,0,0,0,0,0,101215,100685,15452,12491,3550,2729,5006,2000,3010,1000,2000,1391,0,96209,98685,12442,11491,1550,1338
29193,50000,1,1,2,29,0,-1,-1,2,0,0,50085,2127,6093,5850,9558,15371,3000,4000,0,4000,6000,0,1,47085,-1873,6093,1850,3558,15371
10534,10000,2,3,1,52,2,2,2,2,2,2,3475,4366,4148,4579,4360,4787,1100,0,500,0,500,0,0,2375,4366,3648,4579,3860,4787
7391,380000,2,1,2,44,0,0,0,0,0,0,371917,355744,347667,304356,311458,299277,15071,13500,11000,12000,12000,11000,0,356846,342244,336667,292356,299458,288277
16386,230000,2,2,1,42,-2,-2,-2,-2,-2,-2,390,390,390,390,1240,4234,390,390,390,1240,4234,2970,0,0,0,0,-850,-2994,1264
18965,170000,2,2,2,29,0,0,0,0,0,0,51401,47742,45529,42805,38017,39239,2100,2105,2447,1200,3000,2000,0,49301,45637,43082,41605,35017,37239
4960,300000,2,1,2,24,0,0,0,0,0,0,35040,35167,31333,35906,38963,40283,1518,1507,5406,3963,2283,900,0,33522,33660,25927,31943,36680,39383
13018,50000,1,2,2,22,0,0,0,0,0,0,22616,21415,20769,21339,19382,18577,1668,1283,853,1000,758,475,0,20948,20132,19916,20339,18624,18102
3613,80000,2,2,2,27,0,0,0,0,2,2,72991,75134,76083,81183,79906,75294,3320,2800,6400,2870,0,3150,0,69671,72334,69683,78313,79906,72144
23640,170000,2,2,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4992,410000,2,2,1,50,0,0,0,0,0,0,246659,248934,246011,240845,213767,214410,11000,10000,7500,8000,8000,7000,0,235659,238934,238511,232845,205767,207410
11093,80000,1,3,1,29,0,0,0,0,0,0,42488,43805,45126,45775,48033,56981,2000,2051,1700,3000,10000,2200,0,40488,41754,43426,42775,38033,54781
10872,200000,2,2,1,35,0,0,0,0,0,0,7677,14704,8000,10285,16285,4815,7240,2000,2285,6000,1500,0,0,437,12704,5715,4285,14785,4815
4474,240000,2,1,2,26,1,-1,-1,-2,-1,-1,-11,3919,-23,-23,7859,-2,3930,0,0,7882,0,805,0,-3941,3919,-23,-7905,7859,-807
26301,50000,2,1,2,33,2,2,0,0,-1,0,60679,54947,54425,48313,19399,19804,0,4500,1200,71941,619,563,1,60679,50447,53225,-23628,18780,19241
15489,200000,1,1,1,42,1,-1,-1,-1,-1,-1,0,581,581,581,581,581,581,581,581,581,581,581,1,-581,0,0,0,0,0
5430,110000,1,3,2,40,0,0,0,0,0,0,84965,85007,84965,79625,79370,81134,3280,2913,2790,2851,3053,2458,0,81685,82094,82175,76774,76317,78676
25164,60000,2,3,2,41,0,0,0,0,0,0,56309,58369,59237,59851,32002,32388,3000,2400,1812,3200,2000,4000,0,53309,55969,57425,56651,30002,28388
8925,200000,2,2,1,34,0,0,0,0,0,0,68262,53329,44222,36869,31640,25334,2791,2668,1820,2000,882,600,0,65471,50661,42402,34869,30758,24734
25453,310000,2,2,2,28,0,0,0,0,0,0,311380,314131,301646,292673,253269,256259,11264,10979,10950,9281,9304,9885,0,300116,303152,290696,283392,243965,246374
4747,110000,1,2,1,27,1,2,2,2,2,2,46657,48615,49519,48421,50644,51662,3000,2000,0,3000,2000,3000,0,43657,46615,49519,45421,48644,48662
3370,20000,1,3,2,35,-1,3,2,0,0,0,8918,8634,8280,11500,9000,0,0,0,4000,7000,0,0,0,8918,8634,4280,4500,9000,0
12198,240000,2,2,1,41,1,2,0,0,0,0,137327,133724,136539,137487,141291,20143,0,6702,5000,6019,6099,14762,1,137327,127022,131539,131468,135192,5381
5373,270000,1,2,2,29,0,0,0,0,-1,-1,18465,20987,17555,17803,1852,2044,3022,1000,2054,1857,2069,6327,0,15443,19987,15501,15946,-217,-4283
16067,50000,2,2,1,39,3,3,2,0,0,0,52714,51593,50492,47633,18283,18610,0,0,5000,3000,1000,2000,1,52714,51593,45492,44633,17283,16610
7606,390000,2,2,1,39,-1,-1,-1,-1,-1,0,827,827,827,1036,15209,15156,827,827,1036,15000,1000,1000,0,0,0,-209,-13964,14209,14156
14957,20000,2,1,2,23,0,0,0,0,0,0,17165,18387,19573,19504,19642,20128,1500,1600,700,1000,1000,1000,0,15665,16787,18873,18504,18642,19128
15083,110000,1,2,2,32,0,0,0,0,0,0,97510,92152,94503,95571,91794,80365,3300,3838,3056,8000,3000,3200,0,94210,88314,91447,87571,88794,77165
11283,50000,1,3,1,47,1,2,0,0,0,0,66978,65198,48951,17744,36230,37128,0,2600,635,657,750,501,1,66978,62598,48316,17087,35480,36627
11983,250000,1,2,2,30,0,0,0,-1,2,-1,5724,6729,4973,9693,799,4295,2000,2305,4720,0,4305,0,0,3724,4424,253,9693,-3506,4295
20687,200000,1,2,1,40,2,2,0,0,0,0,208012,199367,202668,111486,118951,89077,0,8756,5003,10053,10066,10027,1,208012,190611,197665,101433,108885,79050
10850,50000,2,2,2,38,0,-1,-1,0,0,0,4965,495,16982,17203,17577,17936,500,17000,800,800,800,900,0,4465,-16505,16182,16403,16777,17036
18039,400000,1,1,2,39,2,2,2,2,2,2,49354,50747,49666,52727,51286,55077,2500,0,4500,0,4800,1600,0,46854,50747,45166,52727,46486,53477
27906,200000,2,1,2,29,-1,-1,-1,-1,0,0,3655,3036,3423,7403,4896,3185,3084,3475,7417,108,18,8424,0,571,-439,-3994,7295,4878,-5239
28420,80000,2,1,2,29,0,0,0,0,0,2,14227,15185,16236,16960,17777,18042,1500,1600,1300,1100,700,700,1,12727,13585,14936,15860,17077,17342
19161,210000,2,2,2,38,-1,-1,-1,-1,-1,-1,1026,3751,4366,5602,21034,1026,3751,4366,5602,21034,1026,1026,0,-2725,-615,-1236,-15432,20008,0
26247,80000,2,2,1,30,1,2,2,2,0,0,69942,68219,75688,73563,43255,35852,0,8600,0,1600,1300,1300,1,69942,59619,75688,71963,41955,34552
29048,120000,2,3,1,65,0,0,0,0,0,0,58436,60202,61042,61253,57695,2530,2740,2407,1421,0,0,840,0,55696,57795,59621,61253,57695,1690
11408,260000,2,3,1,52,0,0,0,0,0,0,207627,212821,214885,219204,223899,228279,8535,6430,6495,6849,6799,32430,0,199092,206391,208390,212355,217100,195849
7965,20000,2,2,2,34,0,0,0,0,0,0,19727,20330,20199,19609,19957,2361,2000,1200,0,348,0,420,0,17727,19130,20199,19261,19957,1941
8108,30000,1,2,2,39,0,0,0,0,0,0,28708,28285,26702,20115,18426,18013,1514,1278,671,870,879,0,0,27194,27007,26031,19245,17547,18013
22258,60000,2,1,2,29,1,-1,2,-1,-1,-1,0,351,199,3697,0,532,351,0,3697,0,532,0,1,-351,351,-3498,3697,-532,532
848,50000,1,2,3,42,2,0,0,2,0,0,47647,50232,50510,32177,29530,29789,3700,3700,0,1072,1500,1132,1,43947,46532,50510,31105,28030,28657
20295,140000,2,2,1,52,-1,-1,-1,-1,-1,-1,850,12340,14910,44967,11669,5169,12340,14910,44967,11669,5169,17953,0,-11490,-2570,-30057,33298,6500,-12784
3848,170000,1,3,1,48,0,0,0,0,0,0,170845,171762,170464,127364,127024,125341,6800,7790,4587,4675,4525,4497,0,164045,163972,165877,122689,122499,120844
19892,230000,2,3,1,41,-2,-2,-2,-2,-2,-2,34578,495,502,944,5814,965,495,502,950,5820,965,1028,0,34083,-7,-448,-4876,4849,-63
14072,100000,2,2,2,24,2,0,0,2,2,-1,17938,20486,21644,9209,6495,78080,2842,3000,0,6000,80900,0,1,15096,17486,21644,3209,-74405,78080
2007,50000,1,2,1,40,0,0,0,0,0,0,48219,48978,49257,19641,20053,19613,2037,2316,690,715,718,690,0,46182,46662,48567,18926,19335,18923
3477,50000,1,2,2,40,0,0,0,0,0,0,14633,12921,13957,16703,17052,17391,1218,1254,3000,617,621,643,1,13415,11667,10957,16086,16431,16748
14107,300000,2,2,1,49,-1,-1,-1,0,0,0,300,97,6497,5897,6005,0,97,6500,0,408,0,30000,0,203,-6403,6497,5489,6005,-30000
3614,20000,1,3,2,38,0,0,0,0,-1,-1,11805,12186,9331,6927,12457,8900,1400,1023,0,12469,598,1,1,10405,11163,9331,-5542,11859,8899
11672,110000,1,1,1,56,3,2,2,3,2,2,46335,45319,50030,48940,48026,55979,0,5800,0,0,8774,0,1,46335,39519,50030,48940,39252,55979
539,50000,2,1,2,52,0,0,0,-2,-1,-1,3257,4166,0,0,318,0,1000,0,0,318,0,0,0,2257,4166,0,-318,318,0
28009,240000,2,1,3,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5519,200000,2,2,1,29,0,0,0,0,0,0,34391,26945,26349,26925,27841,29368,1507,1427,1003,2000,2000,1060,0,32884,25518,25346,24925,25841,28308
14871,150000,1,1,2,44,1,2,-1,-1,0,0,10710,4982,800,56800,54588,-7,137,15800,56800,0,7,79447,0,10573,-10818,-56000,56800,54581,-79454
2902,210000,1,1,1,39,-1,-1,2,2,-1,2,3391,775,450,125,800,325,1000,0,0,1000,0,650,0,2391,775,450,-875,800,-325
19327,230000,2,2,1,40,1,-2,-1,-1,-1,-1,0,0,3504,4272,2977,1900,0,3504,4272,2977,1900,0,0,0,-3504,-768,1295,1077,1900
17740,110000,2,1,1,55,-1,2,2,-1,0,-1,632,316,0,632,316,632,0,0,948,0,632,0,0,632,316,-948,632,-316,632
19486,280000,2,3,1,46,2,2,0,0,0,0,506515,491801,62236,54813,38669,18010,0,1803,1475,1105,534,318,1,506515,489998,60761,53708,38135,17692
28742,50000,2,1,2,29,0,0,0,0,0,0,28889,21803,20990,16236,9759,8789,1368,1330,1160,330,314,364,0,27521,20473,19830,15906,9445,8425
16433,120000,2,3,2,50,2,0,-1,0,0,0,149301,149540,118675,120047,100637,79613,3000,125000,4065,4000,3000,3000,1,146301,24540,114610,116047,97637,76613
12004,30000,1,2,1,35,1,-2,-2,-1,3,2,-2221,-8152,-4220,30821,30071,28767,0,0,35821,0,0,1000,0,-2221,-8152,-40041,30821,30071,27767
26694,70000,1,2,2,27,0,0,0,0,0,0,17058,59481,50890,50981,54122,58227,52896,2047,1861,4000,5000,3044,0,-35838,57434,49029,46981,49122,55183
16292,130000,2,2,1,34,0,0,0,0,-1,-1,9383,9380,7350,3488,3991,3077,1317,1268,1010,4003,3086,2406,0,8066,8112,6340,-515,905,671
21760,50000,2,2,2,24,0,0,0,0,0,0,48393,49405,50934,7728,8390,48679,1814,2343,1137,799,41933,1943,1,46579,47062,49797,6929,-33543,46736
7165,320000,2,1,2,32,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,0,-400,0,0,0,1,400,6083,1,-1,-1,-1,-2,-400,-6483
516,100000,1,3,1,56,0,0,-1,0,0,0,94265,53376,85787,78762,79529,80335,2385,88678,2169,2634,3132,732,0,91880,-35302,83618,76128,76397,79603
14981,30000,1,2,1,23,2,2,2,2,2,2,28224,29276,28635,30127,30525,29793,1800,150,2250,1000,0,700,1,26424,29126,26385,29127,30525,29093
18662,200000,2,1,2,27,-2,-2,-2,-2,-2,-2,0,127,133,386,393,286,127,133,386,400,286,500,0,-127,-6,-253,-14,107,-214
17966,200000,1,1,1,49,1,-1,-1,-1,-1,-1,0,492,0,489,320,732,492,0,489,320,732,5335,0,-492,492,-489,169,-412,-4603
15506,50000,1,3,1,29,1,2,2,2,0,0,47479,46415,50351,49038,28661,30398,0,4690,0,1000,2159,0,0,47479,41725,50351,48038,26502,30398
15507,90000,1,2,2,33,0,0,0,0,0,0,60881,65215,66748,70101,80611,89870,5000,2200,4035,12200,10000,0,0,55881,63015,62713,57901,70611,89870
14431,30000,2,1,1,37,0,0,0,0,0,0,8301,9156,8983,8141,6422,5187,1191,1079,239,209,206,160,0,7110,8077,8744,7932,6216,5027
19344,250000,2,1,1,34,2,0,0,2,0,0,138380,141223,156858,151841,152803,155997,5136,17994,0,5469,5656,6811,0,133244,123229,156858,146372,147147,149186
19278,80000,2,2,1,41,-1,-1,-1,-1,0,0,2727,1679,566,61664,58281,58281,1679,566,61664,0,0,4480,0,1048,1113,-61098,61664,58281,53801
17054,20000,2,2,2,22,0,0,0,0,0,-1,38391,20305,7992,13524,19320,8430,2608,2000,11200,9386,14500,10800,1,35783,18305,-3208,4138,4820,-2370
27732,20000,2,1,2,24,0,0,0,2,0,0,19335,20094,19495,18845,19023,17928,1415,3600,0,700,4500,1900,0,17920,16494,19495,18145,14523,16028
10830,220000,2,2,2,27,0,0,0,0,0,0,220588,218136,177720,131874,118918,110338,9000,7500,4500,5000,5000,3000,0,211588,210636,173220,126874,113918,107338
23219,270000,2,2,2,34,-2,-2,-2,-2,-2,-2,128620,2222,9076,5424,9577,8130,2222,9076,5424,9577,8130,20177,0,126398,-6854,3652,-4153,1447,-12047
20887,280000,1,2,2,47,0,0,0,0,0,0,229281,233992,186321,180598,20596,15311,20213,8003,9002,5000,5000,5000,0,209068,225989,177319,175598,15596,10311
13594,500000,2,1,1,44,-1,-1,0,0,0,-1,301,11057,58508,57855,134,11421,11063,49019,134,0,11421,0,0,-10762,-37962,58374,57855,-11287,11421
29859,30000,1,3,1,41,0,0,0,0,0,2,19904,21267,22120,23746,25346,24801,2000,1510,3000,2000,0,3000,0,17904,19757,19120,21746,25346,21801
20781,30000,1,2,1,33,0,0,0,0,0,0,30258,30539,29860,30350,59936,29962,2300,1009,30000,604,1500,2500,0,27958,29530,-140,29746,58436,27462
6111,500000,1,1,2,31,1,-2,-1,0,0,0,0,0,399,35528,10389,0,0,399,35129,0,0,1307,0,0,-399,-34730,35528,10389,-1307
27975,310000,2,3,2,28,0,0,0,0,0,0,240846,220845,179260,116798,109647,114745,10500,7809,10000,10000,10334,10000,0,230346,213036,169260,106798,99313,104745
12765,110000,2,3,1,29,1,2,0,0,0,2,109636,96380,56414,56677,109583,107981,0,3000,2000,53700,0,3000,0,109636,93380,54414,2977,109583,104981
29533,170000,1,2,1,34,-1,-1,-1,-1,-1,-1,7950,6691,7332,2716,4200,7708,6691,7332,2716,4200,7708,12897,0,1259,-641,4616,-1484,-3508,-5189
9753,80000,2,2,2,25,-1,-1,-1,-1,-1,-1,3002,1921,13454,1807,3560,3337,1921,13454,1807,3560,3337,6240,0,1081,-11533,11647,-1753,223,-2903
5209,50000,2,1,2,35,0,0,0,2,0,0,30716,29768,31155,30124,29984,29629,1600,4300,0,1100,1500,1500,0,29116,25468,31155,29024,28484,28129
23440,250000,2,1,2,32,-1,-1,-1,-1,-1,0,10495,2150,46975,10880,8974,36805,2150,46975,10890,8974,30000,65325,0,8345,-44825,36085,1906,-21026,-28520
7472,60000,2,3,1,63,0,0,0,0,0,0,56285,56894,57006,28198,23888,24083,5000,2156,3017,2009,3000,3000,0,51285,54738,53989,26189,20888,21083
25470,150000,2,5,1,34,0,0,0,0,0,0,83000,88000,93000,98000,100000,0,5000,5000,5000,2000,0,0,0,78000,83000,88000,96000,100000,0
14726,30000,2,3,2,43,0,0,0,0,0,0,26828,25352,26553,26554,18869,12359,1588,1789,790,471,352,121,0,25240,23563,25763,26083,18517,12238
29395,500000,1,2,1,28,0,0,0,0,0,0,257603,217964,171462,99495,168313,233306,10234,10753,20134,110167,105000,20018,0,247369,207211,151328,-10672,63313,213288
7806,160000,1,1,2,29,-1,-1,-1,-1,-1,0,554,-78,622,-10,326,326,0,700,0,652,0,0,0,554,-778,622,-662,326,326
11334,20000,2,1,2,24,2,2,0,0,0,2,14750,14229,16438,16770,17995,17556,0,2773,605,1500,0,1456,1,14750,11456,15833,15270,17995,16100
9171,70000,2,2,2,30,2,0,0,2,0,0,29773,30542,33033,32203,32884,33587,1550,3000,0,1200,1250,2000,1,28223,27542,33033,31003,31634,31587
7995,100000,2,2,2,23,-1,-1,-1,-1,-1,-1,694,650,687,620,0,627,656,687,620,0,627,3620,1,38,-37,67,620,-627,-2993
11646,180000,2,3,2,39,1,-1,0,-1,0,0,0,4835,2220,11303,9359,9041,4835,2200,11303,187,181,3050,0,-4835,2635,-9083,11116,9178,5991
6265,260000,2,1,1,53,2,-1,-1,-1,-1,-1,827,827,827,827,755,-72,827,827,827,755,0,1726,0,0,0,0,72,755,-1798
8018,230000,2,2,2,28,0,0,2,2,2,2,185399,198941,201358,204067,200720,212403,18150,7200,7500,0,15079,8000,0,167249,191741,193858,204067,185641,204403
9957,320000,1,1,1,46,-2,-2,-2,-1,-1,-2,3266,12186,1403,24305,7463,1957,12253,3290,11465,7537,1966,2987,0,-8987,8896,-10062,16768,5497,-1030
26407,280000,2,1,2,30,1,2,0,-1,-1,-1,25903,19262,10660,4191,1671,105726,50,2053,4211,2001,105747,100055,0,25853,17209,6449,2190,-104076,5671
5036,400000,1,2,1,45,0,0,2,0,0,2,337135,373869,366338,374255,409777,527566,44000,0,14000,42000,126000,18000,0,293135,373869,352338,332255,283777,509566
25293,80000,2,2,2,26,0,0,0,0,0,0,77760,79248,120697,60989,41023,42663,3100,4700,4800,1200,3260,2000,1,74660,74548,115897,59789,37763,40663
9026,20000,1,1,2,25,0,0,0,0,0,0,15848,16883,17839,18040,18414,16213,1595,1551,752,773,772,354,0,14253,15332,17087,17267,17642,15859
10355,30000,1,2,2,25,3,2,2,2,0,0,18585,19301,19702,19102,19508,19899,1300,1000,0,700,700,1000,1,17285,18301,19702,18402,18808,18899
14515,10000,2,2,2,32,0,0,0,0,0,0,8509,9228,9821,9495,9469,10191,1400,1300,350,500,1650,0,0,7109,7928,9471,8995,7819,10191
2333,10000,1,1,2,23,2,2,2,2,-2,-1,2724,5520,5275,0,0,150,3000,0,0,0,150,275,0,-276,5520,5275,0,-150,-125
4641,150000,1,2,2,31,3,2,2,0,0,2,76113,77728,75888,77017,77706,79274,3400,0,2960,3100,3000,2711,0,72713,77728,72928,73917,74706,76563
28641,150000,2,2,1,32,-1,-1,-1,-1,-1,-1,3267,3782,316,5469,3360,2399,3782,316,5469,3360,2399,4358,0,-515,3466,-5153,2109,961,-1959
1569,30000,2,1,1,27,1,-1,-1,-1,0,0,0,306,2017,6316,3107,0,306,2017,6316,62,0,1002,0,-306,-1711,-4299,6254,3107,-1002
20682,50000,1,2,2,28,0,0,0,0,0,0,16889,17868,18028,38126,18690,19082,1271,1711,20809,668,692,740,0,15618,16157,-2781,37458,17998,18342
20119,240000,2,1,2,33,0,0,0,0,0,0,103100,106908,109419,111838,112727,115479,5295,5500,5500,4000,4500,4000,0,97805,101408,103919,107838,108227,111479
13460,380000,2,3,2,39,0,0,0,0,0,0,55241,49773,81365,87341,87358,103740,10000,60218,10076,15012,20667,15000,0,45241,-10445,71289,72329,66691,88740
6545,360000,1,3,1,32,0,0,0,0,0,0,89120,191329,92915,52341,51739,55079,105484,4500,2000,2100,4400,2934,0,-16364,186829,90915,50241,47339,52145
4405,100000,2,2,2,25,1,2,3,4,4,3,53111,55650,59730,61693,59186,57949,4000,5600,3500,0,0,0,1,49111,50050,56230,61693,59186,57949
12401,130000,1,1,2,27,-1,-1,2,0,0,-2,2207,2499,1248,922,-693,-2292,3747,0,0,0,0,10000,0,-1540,2499,1248,922,-693,-12292
18344,30000,2,2,2,22,0,0,0,0,0,-1,18424,18905,15037,2986,4212,1161,1311,1065,1000,1226,1161,748,0,17113,17840,14037,1760,3051,413
4631,100000,1,2,1,35,1,2,2,2,2,2,59121,57604,62635,64994,63827,67839,0,6000,4000,0,5100,2200,1,59121,51604,58635,64994,58727,65639
13527,290000,2,2,1,29,2,2,0,0,0,0,63872,62290,63624,64427,62853,63923,0,3000,2406,2431,2433,2434,1,63872,59290,61218,61996,60420,61489
5240,330000,2,2,2,28,0,0,0,0,0,0,255834,258822,254855,258220,256058,256840,9425,9000,9174,9590,9500,9400,0,246409,249822,245681,248630,246558,247440
4867,130000,2,2,2,29,2,2,2,2,2,2,2880,4446,4833,4236,5178,4182,2000,1000,0,1000,0,1500,1,880,3446,4833,3236,5178,2682
9095,220000,1,1,2,38,0,0,0,0,0,0,197600,201708,121499,124409,68319,0,8200,5100,5400,3300,0,0,0,189400,196608,116099,121109,68319,0
29092,30000,2,2,1,52,1,2,0,0,0,0,34104,31600,30199,30010,24660,22042,0,2000,2000,1500,2000,3000,1,34104,29600,28199,28510,22660,19042
2158,310000,2,2,2,42,0,0,0,0,0,0,128166,102808,94484,95087,80331,66813,3844,5000,5000,6000,6000,7000,0,124322,97808,89484,89087,74331,59813
2524,70000,2,2,2,30,0,0,0,2,0,0,10149,11454,9638,8761,8572,9274,2000,2000,0,1000,1000,4000,0,8149,9454,9638,7761,7572,5274
2093,20000,1,3,2,23,0,0,0,0,0,0,10103,11139,12106,12349,11420,11641,1205,1172,415,404,400,400,0,8898,9967,11691,11945,11020,11241
3187,70000,1,2,2,26,2,2,2,2,0,0,46599,45578,48505,47427,48447,45145,0,4000,0,2000,1700,3000,0,46599,41578,48505,45427,46747,42145
16891,300000,1,2,2,37,-2,-2,-1,-1,-1,-1,11669,27719,63037,1137,3916,4803,27963,63354,1140,3939,4817,5692,0,-16294,-35635,61897,-2802,-901,-889
14379,50000,1,3,2,26,2,0,0,2,2,2,41827,42650,45930,44891,47654,48721,1800,4000,0,3500,2000,0,1,40027,38650,45930,41391,45654,48721
6890,260000,1,1,2,29,-1,-1,-1,-1,-1,-1,7168,4495,4032,2104,2650,3472,4497,4035,2111,2653,4054,5014,0,2671,460,1921,-549,-1404,-1542
27446,80000,1,1,2,33,0,0,0,0,0,0,77244,78259,79286,69708,49743,48969,3492,3593,3006,1729,2000,1900,0,73752,74666,76280,67979,47743,47069
16123,300000,2,1,2,33,0,-1,-1,-1,-1,-1,13713,14547,13328,20714,13054,12632,15003,13539,20714,13054,12636,12700,0,-1290,1008,-7386,7660,418,-68
28421,420000,2,2,1,29,0,0,0,0,0,0,48455,34993,35340,54763,59037,60290,2011,3000,20000,5000,2000,3000,0,46444,31993,15340,49763,57037,57290
27716,20000,2,1,2,25,1,-1,-1,-1,-1,-1,0,891,789,0,728,169,891,789,0,728,169,0,0,-891,102,789,-728,559,169
29347,400000,1,1,2,27,0,0,-1,-1,0,-1,3359,6790,7010,4111,24808,1839,6034,7060,4113,24838,1848,6546,0,-2675,-270,2897,-20727,22960,-4707
4139,50000,2,1,2,26,0,0,0,0,0,0,48150,47684,47528,48525,45790,46764,1797,2113,2500,1742,1817,2000,0,46353,45571,45028,46783,43973,44764
29109,50000,2,3,2,57,2,2,-2,-2,-2,-2,50525,0,0,0,0,0,0,0,0,0,0,0,1,50525,0,0,0,0,0
18058,50000,1,2,1,35,0,0,2,2,0,0,5219,7633,8562,8276,8638,8851,2500,1200,0,500,500,500,1,2719,6433,8562,7776,8138,8351
7341,240000,2,1,2,28,0,0,0,0,0,0,168068,168685,94520,14422,12552,20550,6042,3558,1000,600,10550,9000,0,162026,165127,93520,13822,2002,11550
20794,20000,1,2,2,34,-1,-1,-1,2,2,-2,390,390,780,780,0,0,390,780,0,0,0,0,0,0,-390,780,780,0,0
18818,300000,2,2,2,30,1,-1,0,0,0,0,1943,105509,97979,94349,88213,78746,107000,5006,4500,3000,3000,3000,0,-105057,100503,93479,91349,85213,75746
25166,60000,2,2,2,25,0,0,0,0,0,0,50791,49748,49735,36840,30119,32446,1832,2500,2000,3000,3000,1200,0,48959,47248,47735,33840,27119,31246
10181,40000,2,2,2,25,2,0,0,0,2,2,25741,26772,27794,29333,29816,30577,1750,1772,2311,1100,1400,0,1,23991,25000,25483,28233,28416,30577
27338,130000,1,3,1,44,0,0,0,0,0,0,124716,128924,131790,126031,99489,94722,6789,12206,6259,5105,3474,6002,0,117927,116718,125531,120926,96015,88720
29516,10000,1,3,2,46,0,0,0,0,0,0,9592,8844,7560,7134,7280,0,1150,1166,2000,146,0,0,1,8442,7678,5560,6988,7280,0
568,360000,1,1,2,28,-1,-1,-1,-1,-1,-1,7071,401,3545,10540,10132,6220,1510,3575,10573,10155,6240,16071,0,5561,-3174,-7028,385,3892,-9851
